Datetime,Close,High,Low,Open,Volume
2024-12-30 14:30:00+00:00,144.30499267578125,144.8800048828125,144.27999877929688,144.83999633789062,157140
2024-12-30 14:32:00+00:00,144.22000122070312,144.66000366210938,144.13999938964844,144.3845977783203,27935
2024-12-30 14:34:00+00:00,144.22999572753906,144.3677978515625,144.0500030517578,144.1300048828125,38228
2024-12-30 14:36:00+00:00,143.85000610351562,144.34500122070312,143.85000610351562,144.27499389648438,29391
2024-12-30 14:38:00+00:00,143.69000244140625,143.92999267578125,143.69000244140625,143.89999389648438,20030
2024-12-30 14:40:00+00:00,143.7050018310547,143.81039428710938,143.69500732421875,143.7050018310547,31116
2024-12-30 14:42:00+00:00,143.856201171875,143.8863983154297,143.72999572753906,143.74000549316406,16911
2024-12-30 14:44:00+00:00,143.6820068359375,143.94000244140625,143.63999938964844,143.8699951171875,20763
2024-12-30 14:46:00+00:00,143.77999877929688,143.86000061035156,143.65029907226562,143.72999572753906,10499
2024-12-30 14:48:00+00:00,143.63999938964844,143.69900512695312,143.5399932861328,143.66000366210938,28215
2024-12-30 14:50:00+00:00,143.39999389648438,143.73989868164062,143.39999389648438,143.59500122070312,26607
2024-12-30 14:52:00+00:00,143.39999389648438,143.52000427246094,143.3000030517578,143.44500732421875,15090
2024-12-30 14:54:00+00:00,143.33999633789062,143.52920532226562,143.30999755859375,143.39999389648438,18148
2024-12-30 14:56:00+00:00,143.47999572753906,143.55999755859375,143.33999633789062,143.33999633789062,17625
2024-12-30 14:58:00+00:00,143.58999633789062,143.66000366210938,143.48080444335938,143.5500946044922,14401
2024-12-30 15:00:00+00:00,143.62600708007812,143.75,143.5500030517578,143.66000366210938,26657
2024-12-30 15:02:00+00:00,143.45460510253906,143.64999389648438,143.39999389648438,143.64999389648438,25878
2024-12-30 15:04:00+00:00,143.49000549316406,143.5,143.3144989013672,143.3699951171875,29231
2024-12-30 15:06:00+00:00,143.5800018310547,143.60000610351562,143.47000122070312,143.5,17826
2024-12-30 15:08:00+00:00,143.58999633789062,143.67999267578125,143.57000732421875,143.6300048828125,15610
2024-12-30 15:10:00+00:00,143.5399932861328,143.6300048828125,143.5,143.625,23635
2024-12-30 15:12:00+00:00,143.40989685058594,143.56500244140625,143.3699951171875,143.56500244140625,7625
2024-12-30 15:14:00+00:00,143.19149780273438,143.3686981201172,143.19149780273438,143.35000610351562,29582
2024-12-30 15:16:00+00:00,143.25,143.25,143.1707000732422,143.23739624023438,27792
2024-12-30 15:18:00+00:00,143.22500610351562,143.33859252929688,143.1999969482422,143.27000427246094,26416
2024-12-30 15:20:00+00:00,143.22999572753906,143.2899932861328,143.13999938964844,143.2100067138672,28997
2024-12-30 15:22:00+00:00,143.35000610351562,143.41000366210938,143.26499938964844,143.26499938964844,15962
2024-12-30 15:24:00+00:00,143.27000427246094,143.36500549316406,143.27000427246094,143.35499572753906,17678
2024-12-30 15:26:00+00:00,143.1999969482422,143.2812042236328,143.17999267578125,143.25999450683594,20369
2024-12-30 15:28:00+00:00,143.22830200195312,143.29989624023438,143.2100067138672,143.25999450683594,16913
2024-12-30 15:30:00+00:00,143.3343963623047,143.3699951171875,143.1999969482422,143.23500061035156,18086
2024-12-30 15:32:00+00:00,143.3249969482422,143.41000366210938,143.27999877929688,143.35000610351562,12573
2024-12-30 15:34:00+00:00,143.32000732421875,143.36000061035156,143.22999572753906,143.36000061035156,17401
2024-12-30 15:36:00+00:00,143.30990600585938,143.33990478515625,143.22999572753906,143.25100708007812,16787
2024-12-30 15:38:00+00:00,143.14999389648438,143.2716064453125,143.1300048828125,143.27000427246094,21214
2024-12-30 15:40:00+00:00,143.1824951171875,143.1824951171875,143.0800018310547,143.15499877929688,15896
2024-12-30 15:42:00+00:00,143.22000122070312,143.22000122070312,143.11000061035156,143.1649932861328,43740
2024-12-30 15:44:00+00:00,143.37159729003906,143.38290405273438,143.1699981689453,143.24000549316406,16527
2024-12-30 15:46:00+00:00,143.22000122070312,143.39999389648438,143.22000122070312,143.39999389648438,20871
2024-12-30 15:48:00+00:00,143.11000061035156,143.22999572753906,143.0800018310547,143.16000366210938,18258
2024-12-30 15:50:00+00:00,143.08999633789062,143.1999969482422,143.0500030517578,143.1367950439453,32643
2024-12-30 15:52:00+00:00,143.0500030517578,143.139892578125,143.0500030517578,143.0800018310547,13809
2024-12-30 15:54:00+00:00,143.05999755859375,143.05999755859375,142.9499969482422,143.0399932861328,46570
2024-12-30 15:56:00+00:00,143.10499572753906,143.13999938964844,143.02000427246094,143.05160522460938,14061
2024-12-30 15:58:00+00:00,143.10000610351562,143.1295928955078,143.0399932861328,143.10499572753906,14999
2024-12-30 16:00:00+00:00,143.0399932861328,143.19000244140625,143.0399932861328,143.0800018310547,15096
2024-12-30 16:02:00+00:00,143.19000244140625,143.1999969482422,142.97000122070312,143.02000427246094,23767
2024-12-30 16:04:00+00:00,143.24000549316406,143.25999450683594,143.16000366210938,143.2100067138672,23231
2024-12-30 16:06:00+00:00,143.34500122070312,143.38999938964844,143.1999969482422,143.23500061035156,22913
2024-12-30 16:08:00+00:00,143.41000366210938,143.41000366210938,143.3000030517578,143.36990356445312,17084
2024-12-30 16:10:00+00:00,143.4600067138672,143.4600067138672,143.35000610351562,143.3804931640625,16805
2024-12-30 16:12:00+00:00,143.4302978515625,143.50990295410156,143.4199981689453,143.42999267578125,11667
2024-12-30 16:14:00+00:00,143.57000732421875,143.6199951171875,143.42999267578125,143.46499633789062,21705
2024-12-30 16:16:00+00:00,143.5800018310547,143.60000610351562,143.52000427246094,143.5500030517578,11394
2024-12-30 16:18:00+00:00,143.5800018310547,143.61000061035156,143.53599548339844,143.57260131835938,19252
2024-12-30 16:20:00+00:00,143.5,143.63999938964844,143.5,143.55999755859375,24064
2024-12-30 16:22:00+00:00,143.43670654296875,143.5655059814453,143.43670654296875,143.50999450683594,22189
2024-12-30 16:24:00+00:00,143.4600067138672,143.4799041748047,143.4199981689453,143.42010498046875,8933
2024-12-30 16:26:00+00:00,143.5050048828125,143.5316925048828,143.44000244140625,143.44000244140625,28668
2024-12-30 16:28:00+00:00,143.5,143.5500030517578,143.47000122070312,143.47000122070312,11433
2024-12-30 16:30:00+00:00,143.5500030517578,143.5800018310547,143.47000122070312,143.4759063720703,22744
2024-12-30 16:32:00+00:00,143.47000122070312,143.5800018310547,143.4600067138672,143.5500030517578,15199
2024-12-30 16:34:00+00:00,143.47999572753906,143.51539611816406,143.42999267578125,143.4600067138672,18419
2024-12-30 16:36:00+00:00,143.4600067138672,143.49000549316406,143.42999267578125,143.47000122070312,19200
2024-12-30 16:38:00+00:00,143.50999450683594,143.50999450683594,143.42999267578125,143.45799255371094,15380
