Datetime,Close,High,Low,Open,Volume
2023-01-30 14:30:00+00:00,19.63504981994629,20.139999389648438,19.51099967956543,19.950000762939453,13533186
2023-01-30 15:30:00+00:00,19.645999908447266,19.696001052856445,19.425029754638672,19.63800048828125,7116478
2023-01-30 16:30:00+00:00,19.521499633789062,19.71150016784668,19.47800064086914,19.647998809814453,5614872
2023-01-30 17:30:00+00:00,19.49799919128418,19.57098960876465,19.397998809814453,19.521499633789062,5285113
2023-01-30 18:30:00+00:00,19.394500732421875,19.49799919128418,19.35249900817871,19.49721908569336,4252225
2023-01-30 19:30:00+00:00,19.246999740600586,19.444000244140625,19.23200035095215,19.39299964904785,4987131
2023-01-30 20:30:00+00:00,19.160999298095703,19.29400062561035,19.149999618530273,19.248750686645508,5153518
2023-01-31 14:30:00+00:00,19.457000732421875,19.467998504638672,18.950000762939453,19.16950035095215,15192148
2023-01-31 15:30:00+00:00,19.513999938964844,19.663999557495117,19.340999603271484,19.461000442504883,8855112
2023-01-31 16:30:00+00:00,19.44367027282715,19.538999557495117,19.336000442504883,19.514999389648438,5463582
2023-01-31 17:30:00+00:00,19.468570709228516,19.517000198364258,19.38399887084961,19.444000244140625,3680735
2023-01-31 18:30:00+00:00,19.480998992919922,19.5889892578125,19.40675926208496,19.469999313354492,3495825
2023-01-31 19:30:00+00:00,19.37700080871582,19.51300048828125,19.366008758544922,19.480998992919922,3976603
2023-01-31 20:30:00+00:00,19.541000366210938,19.541000366210938,19.37700080871582,19.37700080871582,4809179
2023-02-01 14:30:00+00:00,20.172000885009766,20.173999786376953,19.611000061035156,19.69099998474121,14481230
2023-02-01 15:30:00+00:00,20.097999572753906,20.224000930786133,19.860000610351562,20.171499252319336,8841735
2023-02-01 16:30:00+00:00,20.047000885009766,20.15999984741211,19.974040985107422,20.09600067138672,4470496
2023-02-01 17:30:00+00:00,20.282001495361328,20.282001495361328,19.996000289916992,20.048860549926758,4542359
2023-02-01 18:30:00+00:00,20.22941017150879,20.43000030517578,19.950000762939453,20.282001495361328,7188748
2023-02-01 19:30:00+00:00,21.04800033569336,21.088001251220703,19.979999542236328,20.225000381469727,14855937
2023-02-01 20:30:00+00:00,20.94900131225586,21.191999435424805,20.84000015258789,21.045000076293945,7097090
2023-02-02 14:30:00+00:00,21.399499893188477,21.530000686645508,20.96000099182129,21.0,16420163
2023-02-02 15:30:00+00:00,21.303998947143555,21.52400016784668,21.202999114990234,21.402999877929688,6940025
2023-02-02 16:30:00+00:00,21.485000610351562,21.5,21.1965389251709,21.310001373291016,4970280
2023-02-02 17:30:00+00:00,21.757009506225586,21.78999900817871,21.483999252319336,21.48849868774414,7725561
2023-02-02 18:30:00+00:00,21.615739822387695,21.94900131225586,21.610000610351562,21.76099967956543,5848519
2023-02-02 19:30:00+00:00,21.453998565673828,21.635000228881836,21.235000610351562,21.618000030517578,6515149
2023-02-02 20:30:00+00:00,21.724000930786133,21.746000289916992,21.430999755859375,21.454999923706055,4763884
2023-02-03 14:30:00+00:00,21.47599983215332,21.645999908447266,20.788999557495117,20.799999237060547,14235056
2023-02-03 15:30:00+00:00,21.594999313354492,21.744991302490234,21.41499900817871,21.474000930786133,5799854
