Date,Close,High,Low,Open,Volume
1999-01-22,0.03761517256498337,0.04477944039884317,0.03558474601052614,0.04012248199156664,2714688000
1999-01-25,0.04155588522553444,0.0420327680698376,0.03761517037039255,0.04060028150897234,510480000
1999-01-26,0.03833141550421715,0.04286915143991904,0.0377343911977887,0.04203277010219663,343200000
1999-01-27,0.03821217641234398,0.03940622108799092,0.0363009731368192,0.038450617742024774,244368000
1999-01-28,0.03809204697608948,0.03845062635636322,0.03785360559298914,0.03821218497326288,227520000
1999-01-29,0.03630099073052406,0.03821219493233658,0.03630099073052406,0.03809205690385214,244032000
1999-02-01,0.037018146365880966,0.037256587789791316,0.03630098748258945,0.03630098748258945,154704000
1999-02-02,0.034152258187532425,0.03725659212992348,0.03307743533496161,0.03630099171140085,264096000
1999-02-03,0.0348685123026371,0.03534631436735446,0.03343510952489533,0.033674470064441485,75120000
1999-02-04,0.03677879273891449,0.037734393134314044,0.034868500712957336,0.0353463026188617,181920000
1999-02-05,0.03785361349582672,0.038212192950962405,0.03642112687050448,0.03737581161604622,136848000
1999-02-08,0.03654034808278084,0.03821219525584542,0.03654034808278084,0.03809205722634387,154080000
1999-02-09,0.03510693460702896,0.037495024376384335,0.034629132850401416,0.03725657958855363,86976000
1999-02-10,0.03474928438663483,0.036062548760717836,0.03415226000337745,0.035106948291386796,148224000
1999-02-11,0.03773437812924385,0.03916686426325955,0.03486848684750841,0.03486848684750841,132240000
1999-02-12,0.039884038269519806,0.04012247969191638,0.038212191270807286,0.038212191270807286,109728000
1999-02-16,0.04012248292565346,0.04227213195639244,0.03606254531984255,0.040600284822934665,211008000
1999-02-17,0.0379728265106678,0.039644673319016006,0.03725658331105405,0.03916687151464878,67728000
1999-02-18,0.038569848984479904,0.03964467153424577,0.03749502643471403,0.039166869751388785,70704000
1999-02-19,0.039884038269519806,0.040600281550688365,0.0377343894120353,0.038212191270807286,75360000
1999-02-22,0.04012248292565346,0.04107808672021587,0.03797283389491447,0.040600284822934665,205248000
1999-02-23,0.04203276336193085,0.042869144565533326,0.0386899887563289,0.0410780787662767,138096000
1999-02-24,0.04537644237279892,0.050153536452211045,0.0443016201197827,0.04824233326485897,612768000
1999-02-25,0.043943990021944046,0.04872017215483718,0.04322682749058486,0.04728768170427188,149136000
1999-02-26,0.04191354662179947,0.045854261247046606,0.04155588280123319,0.044421774769750226,172608000
1999-03-01,0.04215291142463684,0.04394398106772032,0.04012248473152223,0.04298837723014723,92160000
1999-03-02,0.04179432988166809,0.042272131776920734,0.04107808654581363,0.04203277132226991,55248000
1999-03-03,0.03892843425273895,0.04203276778992606,0.038689992832175245,0.04203276778992606,61392000
1999-03-04,0.03809204697608948,0.04107807663960378,0.037734383193234834,0.040838716242676064,57360000
1999-03-05,0.04024168476462364,0.04036090371622665,0.03845061611857157,0.03845061611857157,78768000
1999-03-08,0.04083871841430664,0.04203276342095734,0.03845062840100525,0.03916687160222042,75888000
1999-03-09,0.04215291142463684,0.04274993577780109,0.04071950908468648,0.04071950908468648,143184000
1999-03-10,0.04143574461340904,0.042749927686659764,0.04083872037324165,0.042749927686659764,235344000
1999-03-11,0.039644669741392136,0.04143573879393775,0.039644669741392136,0.04071949565895938,54288000
1999-03-12,0.03892843425273895,0.039884037962937345,0.03821219097707605,0.039884037962937345,90768000
1999-03-15,0.040600284934043884,0.04107808683263268,0.039644681136866304,0.03988404159318841,108816000
1999-03-16,0.03928700089454651,0.041316511058496465,0.038928421574714,0.04083870935900548,79152000
1999-03-17,0.03952545300126076,0.04036091516221607,0.038569849424641374,0.03964467198667319,51360000
1999-03-18,0.040003255009651184,0.040600275786657855,0.038689987636752805,0.039644672204781156,46320000
1999-03-19,0.04012248292565346,0.04131652816183003,0.039884041484039304,0.039884041484039304,105312000
1999-03-22,0.03892843425273895,0.041078083093699445,0.03892843425273895,0.04095794507765023,36672000
1999-03-23,0.03654034808278084,0.039166880058971835,0.035824104726917355,0.039166880058971835,163968000
1999-03-24,0.03630099073052406,0.03654034777342605,0.034868500614515525,0.03630099073052406,60864000
1999-03-25,0.03677879273891449,0.03821219504021841,0.03606254597068351,0.036181768401846816,40320000
1999-03-26,0.040003255009651184,0.040122473995719506,0.03725658226393775,0.03725658226393775,88272000
1999-03-29,0.04119729623198509,0.04215289631051392,0.04048104970125676,0.04119729623198509,65952000
1999-03-30,0.03773437812924385,0.041675091810139175,0.03749502118084636,0.04131651247798714,69504000
1999-03-31,0.04036090895533562,0.04083871067016683,0.037137357362407274,0.038928422824543944,153600000
1999-04-01,0.03916686773300171,0.040600273007704975,0.03845062460254281,0.040360912621695035,30432000
1999-04-05,0.0379728265106678,0.039644673319016006,0.03773438511542128,0.03868998872415574,98640000
1999-04-06,0.037018146365880966,0.0384506329373124,0.03630098748258945,0.03833141393356166,69696000
1999-04-07,0.04012248292565346,0.04036092436726761,0.037018149114404965,0.03725659055601912,89280000
1999-04-08,0.04083871841430664,0.04203276342095734,0.03988403381731183,0.04036091660887112,130128000
1999-04-09,0.04012248292565346,0.04107808672021587,0.039884041484039304,0.04107808672021587,48624000
1999-04-12,0.03845062479376793,0.03964466968839955,0.03773438165974696,0.03964466968839955,33312000
1999-04-13,0.03689800575375557,0.03916687346910843,0.03630098493017747,0.03916687346910843,36144000
1999-04-14,0.03582410141825676,0.037615170857736906,0.03582410141825676,0.03677878954961881,48288000
1999-04-15,0.03677879273891449,0.03677879273891449,0.035824104524766066,0.03677879273891449,35856000
1999-04-16,0.0379728265106678,0.03856985072086252,0.0365403401114403,0.0365403401114403,38928000
1999-04-19,0.03630099073052406,0.038450636377580845,0.035824104423626366,0.038450636377580845,31296000
1999-04-20,0.03558474779129028,0.03773439346314902,0.03522616489701519,0.03630099114935376,67680000
1999-04-21,0.03618175536394119,0.03630097775214334,0.035346289882011675,0.035584734658415974,37488000
1999-04-22,0.034629128873348236,0.03630097532264684,0.03427146514908691,0.03630097532264684,227184000
1999-04-23,0.03295820951461792,0.03462914094934033,0.03271885248984111,0.03450991852754167,126048000
1999-04-26,0.03128635883331299,0.03343508823475275,0.030569196685709978,0.03295820207166228,123504000
1999-04-27,0.034629128873348236,0.03486848581465564,0.031524796332466146,0.03200259803421958,226944000
1999-04-28,0.03439069911837578,0.03486849756473123,0.03331587297244823,0.03486849756473123,120096000
1999-04-29,0.03439069911837578,0.03462914054276469,0.03367445583122254,0.0345099181223658,48144000
1999-04-30,0.0348685123026371,0.036301002898824555,0.0345099327087105,0.03474929324825666,99312000
1999-05-03,0.03510693460702896,0.0352261535845362,0.034152246691148115,0.0352261535845362,33840000
1999-05-04,0.03319665044546127,0.0351069386798026,0.0324804072343194,0.0351069386798026,96048000
1999-05-05,0.033912885934114456,0.033912885934114456,0.03152479643152047,0.03343508423085972,144576000
1999-05-06,0.03325626626610756,0.034390702009395306,0.03224105295324101,0.0336744586620318,35616000
1999-05-07,0.03343508020043373,0.033674440530047305,0.03224103559307264,0.03224103559307264,25008000
1999-05-10,0.03343508020043373,0.0341522387592982,0.03319663888438908,0.03319663888438908,19680000
1999-05-11,0.03522615134716034,0.03630097718606362,0.03415224452198105,0.034868487604539276,171744000
1999-05-12,0.03630099073052406,0.036421128759008506,0.03510694547616896,0.03558474738072438,168480000
1999-05-13,0.03630099073052406,0.037256591123225734,0.036181768299697346,0.03630099073052406,69936000
1999-05-14,0.03439069911837578,0.036300987555446584,0.03391289725561145,0.036300987555446584,28464000
1999-05-17,0.03606254234910011,0.03606254234910011,0.033793674492662296,0.03391289691185269,35760000
1999-05-18,0.03773437812924385,0.038212179845150435,0.03534628856341499,0.0364211143789827,151536000
1999-05-19,0.03606254234910011,0.040838722900356526,0.03546552148839748,0.03940623634057048,451728000
1999-05-20,0.03319665044546127,0.03630098370300205,0.03188338301451542,0.03630098370300205,178176000
1999-05-21,0.032480403780937195,0.03271884515466992,0.03152480025842374,0.03271884515466992,303504000
1999-05-24,0.032360274344682693,0.03343509713004632,0.031883388054718256,0.032718853805678974,162624000
1999-05-25,0.03259962424635887,0.032958203628898765,0.032241044863818985,0.032480405262259406,130080000
1999-05-26,0.032480403780937195,0.034152247022031956,0.032480403780937195,0.032480403780937195,104736000
1999-05-27,0.03224105015397072,0.03271885201541671,0.03224105015397072,0.03271885201541671,82320000
1999-05-28,0.03259962424635887,0.032718846646866646,0.032241044863818985,0.032718846646866646,88656000
1999-06-01,0.03271886333823204,0.03271886333823204,0.032002619805189064,0.03248042183198505,98544000
1999-06-02,0.031524792313575745,0.03271883690889995,0.031524792313575745,0.03271883690889995,130128000
1999-06-03,0.032360274344682693,0.0325996313790856,0.03200261048131162,0.032360274344682693,41568000
1999-06-04,0.03259962424635887,0.032718846646866646,0.03236026726432675,0.03259962424635887,78912000
1999-06-07,0.03295820951461792,0.03343509578540366,0.03271885248984111,0.03277846199253599,125136000
1999-06-08,0.033793672919273376,0.03439069716858818,0.03295820725908814,0.0330774296727277,153312000
1999-06-09,0.03439069911837578,0.035106942405529015,0.03391289725561145,0.03391289725561145,95184000
1999-06-10,0.034509919583797455,0.0346291420092452,0.03415225572386325,0.03439070057475873,36096000
1999-06-11,0.033793672919273376,0.0346291385794586,0.03259962783705244,0.034509916165819055,61008000
1999-06-14,0.032480403780937195,0.033912890050916106,0.032241043393413195,0.033853277145176816,51648000
1999-06-15,0.032480403780937195,0.03271884515466992,0.032002602019680464,0.032480403780937195,49296000
1999-06-16,0.03343508020043373,0.034390683491750174,0.032480395922686214,0.03295819415193711,64416000
1999-06-17,0.032480403780937195,0.033674448677183375,0.032480403780937195,0.03319664691592665,74928000
1999-06-18,0.03128635883331299,0.03271884510093949,0.03128635883331299,0.03271884510093949,158736000
1999-06-21,0.03295820951461792,0.03295820951461792,0.03137532235396415,0.03224105062146698,83472000
1999-06-22,0.032360274344682693,0.03295821084008188,0.0316440276039063,0.03295821084008188,193056000
1999-06-23,0.03295820951461792,0.03295820951461792,0.03164402633129419,0.032002609194278574,210912000
1999-06-24,0.03224105015397072,0.03319665387686269,0.03200260873023971,0.03319665387686269,115200000
1999-06-25,0.03271886333823204,0.03307744290369951,0.032002619805189064,0.032002619805189064,73536000
1999-06-28,0.03319665044546127,0.033793671248856745,0.0324804072343194,0.033793671248856745,109152000
1999-06-29,0.033555228263139725,0.03403211103875929,0.0331966488757837,0.033674450665248795,92688000
1999-06-30,0.03654034808278084,0.03654034808278084,0.033912900508924364,0.034629143864787854,269232000
1999-07-01,0.034629128873348236,0.03654033226395425,0.03271884108001132,0.03654033226395425,88992000
1999-07-02,0.037137363106012344,0.037137363106012344,0.034390693789417774,0.03510693696558663,224880000
1999-07-06,0.03725659102201462,0.0374950358830203,0.03677879253516635,0.0374950358830203,198096000
1999-07-07,0.03654034808278084,0.03749503630231646,0.03654034808278084,0.03749503630231646,63120000
1999-07-08,0.0373758040368557,0.03797282480380614,0.03558473831959607,0.03677878326990525,186048000
1999-07-09,0.0405406691133976,0.040838720015707444,0.03725658485528979,0.03725658485528979,211728000
1999-07-12,0.0423913449048996,0.044182410650401543,0.04131651892170227,0.04298836568126413,401040000
1999-07-13,0.04251056909561157,0.04310759336148099,0.040600280713875454,0.04286914852759016,138864000
1999-07-14,0.04083871841430664,0.04346616883726392,0.040600277018527,0.04251056522639286,137952000
1999-07-15,0.041078075766563416,0.042510562062375266,0.041078075766563416,0.04119729816378386,137040000
1999-07-16,0.04191354662179947,0.04227212603988138,0.041078080970826304,0.041794324209474494,103872000
1999-07-19,0.04083871841430664,0.04215290142451917,0.040600277018527,0.04203276342095734,43632000
1999-07-20,0.04012248292565346,0.04083872626454882,0.03868999624786274,0.04083872626454882,178752000
1999-07-21,0.03892843425273895,0.03964467752840186,0.03773438912197685,0.03964467752840186,112080000
1999-07-22,0.037137363106012344,0.03868998745771079,0.036778783719210034,0.03868998745771079,213264000
1999-07-23,0.037137363106012344,0.03821218566898352,0.037018140704087384,0.037018140704087384,80256000
1999-07-26,0.03725659102201462,0.0380920568003714,0.03725659102201462,0.0380920568003714,60528000
1999-07-27,0.0373758040368557,0.03749502643732419,0.03677878326990525,0.037256581636387204,98592000
1999-07-28,0.0379728265106678,0.038450628315035026,0.037137364321635016,0.03725658331105405,244224000
1999-07-29,0.03833141550421715,0.038450634512852966,0.037018147882724436,0.03725658931640508,388800000
1999-07-30,0.03845062479376793,0.03940622831498924,0.038212183420357614,0.038331405815266846,452304000
1999-08-02,0.03880920261144638,0.03892842157469711,0.03821217853229717,0.03845061987520633,313344000
1999-08-03,0.03785361349582672,0.03880921725538771,0.03749503404069104,0.03880921725538771,255216000
1999-08-04,0.03785361349582672,0.038212192950962405,0.037734391071181914,0.03809205492870735,89952000
1999-08-05,0.03845062479376793,0.03845062479376793,0.037256579899136305,0.03785360405465619,240576000
1999-08-06,0.03845062479376793,0.038569847188677155,0.038212183420357614,0.038331405815266846,183984000
1999-08-09,0.03845062479376793,0.03892842655437859,0.038212183420357614,0.038569847188677155,31056000
1999-08-10,0.03916686773300171,0.040838714379929454,0.03845062460254281,0.03868998498855274,212064000
1999-08-11,0.04179432988166809,0.042272131776920734,0.0394062394194539,0.039884041314706534,197712000
1999-08-12,0.04382382333278656,0.044898645705095795,0.04179431314980991,0.042032754494954555,239616000
1999-08-13,0.04334695637226105,0.04430164460461032,0.04298837689068378,0.0434661788056973,84672000
1999-08-16,0.041675109416246414,0.04370462050731247,0.04024170707937795,0.04370462050731247,223440000
1999-08-17,0.04179432988166809,0.04251057321752255,0.04071950707906646,0.04179432988166809,193536000
1999-08-18,0.04274992272257805,0.043226805481637064,0.04048105185358917,0.04131651740396017,279888000
1999-08-19,0.051824476569890976,0.05421348184350262,0.04418240580306779,0.045735029989939925,1966992000
